/********** 初始化计算参数设置记录 ***********/
Workpiece :120 * 240
updie's velocity :(vx,vy) 0  10
The number of nodes:  91
The number of faces:  144
u0:  0.0001
uf:  0.1
Incritime: 0.24
strainv0: 0.0001
AlphaMF:  2.4e+007
steps: 80
————————————————————
Trimesh_vertexID   Tri_vertex_x_y   Tri_vertex_vx_vy   Tri_vertex_effstrain_effstress
step id: 1
82 75 76   100 220 100 200 120 200   1.98611 0.768607 2.03526 1.55333 2.41663 1.53181   0.00899393 48.4926 0.00938636 48.771 0.00940191 48.7818 
89 82 83   100 240 100 220 120 220   1.9342 0 1.98611 0.768607 2.35992 0.760449   0.00920664 48.6448 0.00899393 48.4926 0.00688272 46.785 
82 89 88   100 220 100 240 80 240   1.98611 0.768607 1.9342 0 1.55803 0   0.00899393 48.4926 0.00920664 48.6448 0.0092621 48.6839 
76 83 82   120 200 120 220 100 220   2.41663 1.53181 2.35992 0.760449 1.98611 0.768607   0.00940191 48.7818 0.00688272 46.785 0.00899393 48.4926 
83 90 89   120 220 120 240 100 240   2.35992 0.760449 2.31031 0 1.9342 0   0.00688272 46.785 0.00914163 48.5986 0.00920664 48.6448 
75 68 76   100 200 100 180 120 200   2.03526 1.55333 2.0767 2.3527 2.41663 1.53181   0.00938636 48.771 0.0106353 49.5942 0.00940191 48.7818 
68 75 74   100 180 100 200 80 200   2.0767 2.3527 2.03526 1.55333 1.64506 1.56956   0.0106353 49.5942 0.00938636 48.771 0.010726 49.6507 
53 46 54   80 140 80 120 100 140   1.72387 4.06198 1.73091 4.91625 2.14088 4.00925   0.0226757 54.8898 0.00930564 48.7145 0.0101322 49.2732 
52 59 58   60 140 60 160 40 160   1.30082 4.11434 1.29123 3.2584 0.867149 3.31077   0.0232383 55.0704 0.0106971 49.6328 0.0103264 49.3988 


step id: 2
7 0 8   0 22.2202 0 2.4 20.0913 22.2182   0 9.19332 0 10 0.411787 9.20072   0.0173459 48.5218 0.0210535 48.4208 0.0423425 57.7494 
8 9 15   20.0913 22.2182 40.1849 22.2162 20.0941 42.0312   0.411787 9.20072 0.814541 9.21179 0.424098 8.38487   0.0423425 57.7494 0.0517257 59.6829 0.0224203 50.9014 
22 15 23   20.0972 61.838 20.0941 42.0312 40.1975 61.8281   0.435635 7.54316 0.424098 8.38487 0.862314 7.57517   0.0201407 49.3971 0.0224203 50.9014 0.0203073 49.3288 
8 15 7   20.0913 22.2182 20.0941 42.0312 0 22.2202   0.411787 9.20072 0.424098 8.38487 0 9.19332   0.0423425 57.7494 0.0224203 50.9014 0.0173459 48.5218 
1 8 0   20.0897 2.4 20.0913 22.2182 0 2.4   0.404704 10 0.411787 9.20072 0 10   0.0179088 48.3893 0.0423425 57.7494 0.0210535 48.4208 
7 15 14   0 22.2202 20.0941 42.0312 0 42.0362   0 9.19332 0.424098 8.38487 0 8.36342   0.0173459 48.5218 0.0224203 50.9014 0.0544715 48.6003 
21 14 22   0 61.8463 0 42.0362 20.0972 61.838   0 7.51032 0 8.36342 0.435635 7.54316   0.0183492 48.8639 0.0544715 48.6003 0.0201407 49.3971 
28 21 29   0 81.65 0 61.8463 20.1003 81.6386   0 6.64121 0 7.51032 0.442014 6.68211   0.0187702 48.9525 0.0183492 48.8639 0.0193365 50.3755 
35 28 36   0 101.447 0 81.65 20.103 101.434   0 5.76593 0 6.64121 0.44388 5.81155   0.0195074 48.9298 0.0187702 48.9525 0.0203335 49.0995 
29 21 22   20.1003 81.6386 0 61.8463 20.0972 61.838   0.442014 6.68211 0 7.51032 0.435635 7.54316   0.0193365 50.3755 0.0183492 48.8639 0.0201407 49.3971 
30 29 22   40.2031 81.625 20.1003 81.6386 20.0972 61.838   0.877744 6.72535 0.442014 6.68211 0.435635 7.54316   0.0327124 49.438 0.0193365 50.3755 0.0201407 49.3971 
36 28 29   20.103 101.434 0 81.65 20.1003 81.6386   0.44388 5.81155 0 6.64121 0.442014 6.68211   0.0203335 49.0995 0.0187702 48.9525 0.0193365 50.3755 
14 15 22   0 42.0362 20.0941 42.0312 20.0972 61.838   0 8.36342 0.424098 8.38487 0.435635 7.54316   0.0544715 48.6003 0.0224203 50.9014 0.0201407 49.3971 
1 2 8   20.0897 2.4 40.1802 2.4 20.0913 22.2182   0.404704 10 0.800411 10 0.411787 9.20072   0.0179088 48.3893 0.0465722 58.7154 0.0423425 57.7494 
